 0,	22786.9766,	44196.95703125
 1,	4490.8301,	9380.07421875
 2,	457.8867,	974.5081787109375
 3,	223.1580,	322.38677978515625
 4,	160.3754,	323.1785888671875
 5,	165.8096,	323.5361633300781
 6,	188.1678,	321.34130859375
 7,	105.4815,	324.13433837890625
 8,	301.7416,	320.50714111328125
 9,	142.8324,	318.11517333984375
 10,	56.9832,	140.8900146484375
 11,	95.3436,	120.08123779296875
 12,	76.8090,	97.6463623046875
 13,	76.0219,	89.08186340332031
 14,	33.9058,	95.37835693359375
 15,	36.5200,	70.93840026855469
 16,	21.1884,	58.224510192871094
 17,	39.9618,	50.22303771972656
 18,	19.7128,	43.869102478027344
 19,	23.2629,	65.1047134399414
 20,	17.4716,	38.060646057128906
 21,	18.4265,	41.51239776611328
 22,	19.6419,	36.675697326660156
 23,	40.5112,	40.479454040527344
 24,	21.4564,	47.43289566040039
 25,	15.5612,	33.681365966796875
 26,	18.0338,	33.42732620239258
 27,	22.4146,	37.69766616821289
 28,	15.2379,	44.08006286621094
 29,	19.9286,	38.384552001953125
 30,	16.3656,	34.35855484008789
 31,	16.6623,	32.393436431884766
 32,	18.5470,	32.1187858581543
 33,	24.2182,	35.329978942871094
 34,	18.7503,	37.31916427612305
 35,	18.5696,	30.743446350097656
 36,	17.5089,	31.938491821289062
 37,	19.3635,	30.341402053833008
 38,	17.3761,	32.46805191040039
 39,	17.5494,	31.52973175048828
 40,	19.8823,	29.449960708618164
 41,	12.2610,	28.197004318237305
 42,	14.0479,	28.64187240600586
 43,	11.7287,	29.087562561035156
 44,	17.1062,	35.44038009643555
 45,	13.4692,	29.41827392578125
 46,	13.8612,	32.56403350830078
 47,	22.6331,	25.770238876342773
 48,	15.6483,	24.34650230407715
 49,	11.7712,	23.514999389648438
 50,	16.5558,	23.223648071289062
 51,	13.5465,	41.90250778198242
 52,	18.3808,	38.317283630371094
 53,	7.5967,	21.248403549194336
 54,	11.7423,	20.15226173400879
 55,	9.8656,	29.032207489013672
 56,	14.9067,	18.679882049560547
 57,	10.8955,	22.110530853271484
 58,	11.6985,	17.88697052001953
 59,	14.8814,	27.320465087890625
 60,	10.9656,	16.992582321166992
 61,	14.7207,	18.084129333496094
 62,	7.1475,	17.97907066345215
 63,	8.2501,	16.909135818481445
 64,	11.3470,	18.4050235748291
 65,	13.8344,	23.66468048095703
 66,	9.8645,	16.81473159790039
 67,	6.0834,	16.28905487060547
 68,	6.7321,	17.279315948486328
 69,	9.9013,	16.366432189941406
 70,	8.5710,	21.6719913482666
 71,	13.9593,	16.798372268676758
 72,	8.0536,	19.35805892944336
 73,	10.4109,	19.11642074584961
 74,	11.1738,	20.61920738220215
 75,	8.3785,	17.405237197875977
 76,	9.6385,	16.109710693359375
 77,	11.1478,	30.217397689819336
 78,	9.2914,	15.60601806640625
 79,	10.3436,	16.747478485107422
 80,	10.8003,	15.697086334228516
 81,	9.4977,	26.26375389099121
 82,	10.6119,	16.618751525878906
 83,	11.5593,	18.400197982788086
 84,	14.2744,	19.924787521362305
 85,	10.7607,	16.066102981567383
 86,	9.6634,	15.702943801879883
 87,	8.7309,	15.727458000183105
 88,	10.7000,	15.56568717956543
 89,	9.1930,	17.105403900146484
 90,	9.5812,	15.451342582702637
 91,	12.2134,	15.558575630187988
 92,	11.4001,	17.316064834594727
 93,	9.8323,	15.013838768005371
 94,	15.8247,	14.99203872680664
 95,	10.5704,	18.230127334594727
 96,	10.5128,	16.10573959350586
 97,	8.3574,	14.915497779846191
 98,	11.8120,	14.804035186767578
 99,	8.3083,	14.747166633605957
 100,	9.9595,	15.653779983520508
 101,	9.0450,	15.299703598022461
 102,	10.3612,	17.424514770507812
 103,	10.1624,	14.850910186767578
 104,	8.9308,	18.23822784423828
 105,	11.4075,	16.155513763427734
 106,	21.3186,	15.903265953063965
 107,	8.1546,	16.028894424438477
 108,	6.1114,	15.83411979675293
 109,	6.7881,	14.719780921936035
 110,	10.1431,	15.853485107421875
 111,	14.6283,	25.70370101928711
 112,	7.1890,	14.267708778381348
 113,	10.1474,	18.839025497436523
 114,	9.7173,	16.467266082763672
 115,	10.6306,	14.183984756469727
 116,	11.7347,	15.463007926940918
 117,	9.4642,	14.072275161743164
 118,	9.7645,	16.286083221435547
 119,	13.3046,	18.51241683959961
 120,	7.0078,	15.767334938049316
 121,	7.3798,	14.662973403930664
 122,	11.8610,	21.490684509277344
 123,	9.0836,	14.508411407470703
 124,	8.4623,	14.87649917602539
 125,	9.1494,	15.59744644165039
 126,	7.8801,	13.658329963684082
 127,	9.1810,	20.06634521484375
 128,	6.8721,	13.729690551757812
 129,	7.7146,	14.818272590637207
 130,	12.5160,	14.861128807067871
 131,	10.1170,	14.017717361450195
 132,	8.8309,	13.656572341918945
 133,	8.0932,	15.42903995513916
 134,	10.2973,	13.436240196228027
 135,	9.4883,	14.172700881958008
 136,	7.4204,	17.08763885498047
 137,	7.0328,	13.84304141998291
 138,	10.4051,	13.346076965332031
 139,	12.1332,	13.360614776611328
 140,	10.9618,	13.080835342407227
 141,	11.0704,	18.573759078979492
 142,	7.9414,	13.540284156799316
 143,	11.1390,	15.325111389160156
 144,	8.5295,	12.646004676818848
 145,	10.9090,	12.827045440673828
 146,	6.7152,	12.375089645385742
 147,	7.4661,	14.201952934265137
 148,	7.4436,	12.15085506439209
 149,	6.0174,	11.39959716796875
 150,	7.9606,	11.929961204528809
 151,	10.7784,	12.845585823059082
 152,	5.9806,	10.161039352416992
 153,	7.3781,	9.857276916503906
 154,	8.0437,	18.582462310791016
 155,	4.7822,	13.681951522827148
 156,	9.7464,	9.219439506530762
 157,	6.6302,	14.214777946472168
